3501608;"Americana";2000;8287;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2001;8278;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2002;8260;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2003;8233;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2004;8200;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2005;8166;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2006;8125;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2007;8073;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2008;8015;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2009;7953;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2010;7886;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2011;7792;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2012;7697;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2013;7600;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2014;7501;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2015;7400;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2016;7237;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2017;7076;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2018;6915;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2019;6754;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2020;6595;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2021;6532;"Feminina";"de 15 a 19 anos"
3501608;"Americana";2000;8856;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2001;8813;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2002;8761;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2003;8700;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2004;8633;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2005;8565;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2006;8491;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2007;8405;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2008;8314;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2009;8217;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2010;8118;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2011;8069;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2012;8018;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2013;7963;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2014;7905;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2015;7844;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2016;7582;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2017;7326;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2018;7075;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2019;6829;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2020;6589;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2021;6566;"Masculino";"de 15 a 19 anos"
3501608;"Americana";2000;8129;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2001;8095;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2002;8052;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2003;8002;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2004;7945;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2005;7888;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2006;7823;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2007;7749;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2008;7670;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2009;7586;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2010;7498;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2011;7259;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2012;7023;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2013;6792;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2014;6566;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2015;6344;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2016;6329;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2017;6310;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2018;6289;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2019;6265;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2020;6238;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2021;6365;"Masculino";"de 10 a 14 anos"
3501608;"Americana";2000;7663;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2001;7628;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2002;7585;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2003;7535;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2004;7479;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2005;7422;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2006;7359;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2007;7286;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2008;7209;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2009;7128;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2010;7043;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2011;6901;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2012;6760;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2013;6619;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2014;6479;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2015;6339;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2016;6283;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2017;6226;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2018;6166;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2019;6104;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2020;6041;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2021;6148;"Feminina";"de 10 a 14 anos"
3501608;"Americana";2000;8030;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2001;8176;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2002;8317;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2003;8451;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2004;8581;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2005;8711;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2006;8836;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2007;8950;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2008;9059;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2009;9162;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2010;9262;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2011;9170;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2012;9076;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2013;8979;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2014;8878;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2015;8775;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2016;8695;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2017;8612;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2018;8526;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2019;8436;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2020;8344;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2021;8066;"Masculino";"de 20 a 24 anos"
3501608;"Americana";2000;8207;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2001;8289;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2002;8363;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2003;8429;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2004;8489;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2005;8547;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2006;8599;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2007;8639;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2008;8673;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2009;8700;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2010;8723;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2011;8695;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2012;8663;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2013;8629;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2014;8591;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2015;8550;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2016;8424;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2017;8297;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2018;8168;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2019;8038;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2020;7907;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2021;7727;"Feminina";"de 20 a 24 anos"
3501608;"Americana";2000;7595;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2001;7804;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2002;8010;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2003;8213;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2004;8415;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2005;8621;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2006;8823;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2007;9018;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2008;9211;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2009;9401;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2010;9589;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2011;9683;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2012;9774;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2013;9861;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2014;9944;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2015;10024;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2016;9903;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2017;9780;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2018;9653;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2019;9523;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2020;9391;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2021;9295;"Masculino";"de 25 a 29 anos"
3501608;"Americana";2000;7558;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2001;7756;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2002;7951;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2003;8141;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2004;8329;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2005;8521;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2006;8709;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2007;8889;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2008;9067;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2009;9241;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2010;9414;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2011;9433;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2012;9453;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2013;9468;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2014;9478;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2015;9485;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2016;9427;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2017;9365;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2018;9300;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2019;9231;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2020;9160;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2021;9016;"Feminina";"de 25 a 29 anos"
3501608;"Americana";2000;7499;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2001;7635;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2002;7766;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2003;7890;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2004;8010;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2005;8130;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2006;8246;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2007;8350;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2008;8451;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2009;8547;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2010;8638;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2011;8909;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2012;9184;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2013;9465;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2014;9748;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2015;10036;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2016;10115;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2017;10187;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2018;10258;"Masculino";"de 30 a 34 anos"
3501608;"Americana";2019;10325;"Masculino";"de 30 a 34 anos"
